index,modelname,resolution,orig_graph_orig_img,orig_graph_adv_img,adv_graph_orig_img,adv_graph_adv_img
68,fa-acc_maps-l,II,"[0.20062477886676788, 0.1923992931842804, 0.25366753339767456, 0.37308469414711, 0.27349433302879333]","[0.1516798883676529, 0.006608469411730766, 0.008971508592367172, 0.13452301919460297, 0.2645992636680603]","[0.003633908461779356, 0.2790912687778473, 0.006862258538603783, 0.024789679795503616, 0.003979714121669531]","[0.21840886771678925, 0.017904937267303467, 0.3169366419315338, 0.4852586090564728, 0.026396889239549637]"
0,fa-acc_maps-l,II,"[0.6128003597259521, 0.5376490354537964, 0.6523898839950562, 0.7768887877464294, 0.4738609194755554]","[0.0914033055305481, 0.4932675063610077, 0.14629605412483215, 0.20629577338695526, 0.3722214698791504]","[0.08511732518672943, 0.008231365121901035, 0.32217103242874146, 0.046975698322057724, 0.03543192893266678]","[0.6244369745254517, 0.4082561731338501, 0.3946692943572998, 0.5544159412384033, 0.4619128704071045]"
83,fa-acc_maps-l,II,"[0.43526652455329895, 0.4220659136772156, 0.4233173429965973, 0.5296582579612732, 0.5415341258049011]","[0.4836995303630829, 0.5113509297370911, 0.47531071305274963, 0.4856289029121399, 0.5944575667381287]","[0.1851087361574173, 0.2541297376155853, 0.17319442331790924, 0.33578526973724365, 0.40011540055274963]","[0.35185372829437256, 0.42529094219207764, 0.4165853261947632, 0.2969057559967041, 0.3290063738822937]"
62,fa-acc_maps-l,II,"[0.1960431933403015, 0.49908286333084106, 0.20064447820186615, 0.07984396815299988, 0.3571770489215851]","[0.40359172224998474, 0.06617556512355804, 0.4175081253051758, 0.32980117201805115, 0.26061058044433594]","[0.30453038215637207, 0.3103610873222351, 0.3443673849105835, 0.2392026036977768, 0.4535030126571655]","[0.45775240659713745, 0.263603150844574, 0.36099591851234436, 0.47299444675445557, 0.39135584235191345]"
70,fa-acc_maps-l,II,"[0.6645349264144897, 0.49946263432502747, 0.4760882556438446, 0.48530900478363037, 0.5858495235443115]","[0.15650899708271027, 0.49903443455696106, 0.482892245054245, 0.5759221315383911, 0.6359449028968811]","[0.4301948845386505, 0.2346191704273224, 0.4687778055667877, 0.4104801118373871, 0.3173794448375702]","[0.8198816776275635, 0.3589152693748474, 0.47193461656570435, 0.6859927177429199, 0.2717621624469757]"
47,fa-acc_maps-l,II,"[0.0969812199473381, 0.03642042726278305, 0.018274005502462387, 0.27065807580947876, 0.30931493639945984]","[0.26475220918655396, 0.018981531262397766, 0.07074080407619476, 0.33855676651000977, 0.6143168807029724]","[0.28751808404922485, 0.0768929049372673, 0.560030996799469, 0.1786663830280304, 0.40912169218063354]","[0.4286247491836548, 0.872201681137085, 0.8227376937866211, 0.009849829599261284, 0.24461165070533752]"
6,fa-acc_maps-l,II,"[0.44384101033210754, 0.5047017335891724, 0.3656243681907654, 0.2701624035835266, 0.502939760684967]","[0.07803774625062943, 0.0847654938697815, 0.012064271606504917, 0.017676757648587227, 0.07192084938287735]","[0.4935852885246277, 0.18633896112442017, 0.479295551776886, 0.6192654371261597, 0.360655277967453]","[0.7457233667373657, 0.6648268699645996, 0.7820611000061035, 0.7704333662986755, 0.7321219444274902]"
74,fa-acc_maps-l,II,"[0.07350718230009079, 0.22766852378845215, 0.10835583508014679, 0.017695292830467224, 0.41264355182647705]","[0.039984121918678284, 0.02047492191195488, 0.04046652466058731, 0.3263295888900757, 0.006732309702783823]","[0.08231019973754883, 0.42441505193710327, 0.41996780037879944, 0.44835472106933594, 0.6220391988754272]","[0.505595862865448, 0.46235191822052, 0.3453764319419861, 0.4871091842651367, 0.45252373814582825]"
5,fa-acc_maps-l,II,"[0.8504816293716431, 0.41635626554489136, 0.5697146654129028, 0.44644954800605774, 0.9090191721916199]","[0.007492251228541136, 0.005823539569973946, 0.011142224073410034, 0.010603806003928185, 0.05505993589758873]","[0.011813339777290821, 0.1247074082493782, 0.022848807275295258, 0.007023592013865709, 0.018119027838110924]","[0.4849185347557068, 0.5302616953849792, 0.8459063768386841, 0.6708351373672485, 0.6364338397979736]"
82,fa-acc_maps-l,II,"[0.2235507220029831, 0.3270517885684967, 0.22867345809936523, 0.22037938237190247, 0.3897601366043091]","[0.01119894627481699, 0.0035198391415178776, 0.0016564386896789074, 0.017289448529481888, 0.012948336079716682]","[0.2725101113319397, 0.27135926485061646, 0.16204746067523956, 0.24598155915737152, 0.24455949664115906]","[0.3958333730697632, 0.9089978337287903, 0.10258534550666809, 0.5280282497406006, 0.7578187584877014]"
66,fa-acc_maps-l,II,"[0.40690726041793823, 0.22890262305736542, 0.3072540760040283, 0.409740686416626, 0.43702036142349243]","[0.43066996335983276, 0.4614299237728119, 0.4484097361564636, 0.47313591837882996, 0.05822177976369858]","[0.39635348320007324, 0.4322984218597412, 0.140695258975029, 0.45165950059890747, 0.40620601177215576]","[0.45802006125450134, 0.45910900831222534, 0.32094573974609375, 0.4624467194080353, 0.5375956296920776]"
96,fa-acc_maps-l,II,"[0.676575779914856, 0.8267326951026917, 0.4931546151638031, 0.29574885964393616, 0.5128212571144104]","[0.007045929320156574, 0.00970083475112915, 0.008947922848165035, 0.0977095365524292, 0.013272363692522049]","[0.013937840238213539, 0.08944980800151825, 0.02102186158299446, 0.446368008852005, 0.022466551512479782]","[0.8825323581695557, 0.9470025300979614, 0.8990474939346313, 0.8097639083862305, 0.7986626625061035]"
27,fa-acc_maps-l,II,"[0.37051841616630554, 0.4430907666683197, 0.127258762717247, 0.4610263705253601, 0.487557977437973]","[0.41841408610343933, 0.4657141864299774, 0.4768531322479248, 0.4880635738372803, 0.47986721992492676]","[0.45450904965400696, 0.48337653279304504, 0.0009106877259910107, 0.004495629109442234, 0.01429897453635931]","[0.48338085412979126, 0.4902668595314026, 0.18613526225090027, 0.48896732926368713, 0.4859403073787689]"
17,fa-acc_maps-l,II,"[0.46739131212234497, 0.39651066064834595, 0.47550398111343384, 0.4226073622703552, 0.12091179192066193]","[0.4272550940513611, 0.42046332359313965, 0.6579357385635376, 0.4796675443649292, 0.13807958364486694]","[0.4349864423274994, 0.4022376239299774, 0.08043389767408371, 0.16287003457546234, 0.3534029424190521]","[0.37455761432647705, 0.4024728834629059, 0.45462140440940857, 0.4925222098827362, 0.46405360102653503]"
54,fa-acc_maps-l,II,"[0.6744258403778076, 0.4921988248825073, 0.6289606690406799, 0.3707018494606018, 0.6829979419708252]","[0.18247860670089722, 0.3256511092185974, 0.1155661791563034, 0.17831893265247345, 0.18938063085079193]","[0.011314434930682182, 0.004130596294999123, 0.0016115143662318587, 0.003582797711715102, 0.00274896202608943]","[0.4452410340309143, 0.32249802350997925, 0.2417166531085968, 0.25885215401649475, 0.3136757016181946]"
49,fa-acc_maps-l,II,"[0.27489596605300903, 0.31168848276138306, 0.3969672918319702, 0.44287168979644775, 0.6026546359062195]","[0.5028427243232727, 0.2275584489107132, 0.31332921981811523, 0.2854832410812378, 0.26587921380996704]","[0.0007191722979769111, 0.0009191608987748623, 0.002931934781372547, 0.0013988637365400791, 0.002074779011309147]","[0.00644654082134366, 0.0008987917099148035, 0.002233085921034217, 0.0076546454802155495, 0.006734288297593594]"
37,fa-acc_maps-l,II,"[0.929997444152832, 0.5052985548973083, 0.7918789982795715, 0.6557608246803284, 0.3596142828464508]","[0.43686559796333313, 0.22422245144844055, 0.6112162470817566, 0.8537732362747192, 0.3978925049304962]","[0.008792818523943424, 0.4791039824485779, 0.14426450431346893, 0.31495317816734314, 0.3335195481777191]","[0.43394583463668823, 0.8557143211364746, 0.3365703225135803, 0.5410076379776001, 0.5225971937179565]"
20,fa-acc_maps-l,II,"[0.8801546692848206, 0.07550022751092911, 0.666764497756958, 0.6043022871017456, 0.9569098949432373]","[0.6290993690490723, 0.5380904674530029, 0.1118379607796669, 0.16408303380012512, 0.848301112651825]","[0.25973573327064514, 0.4413433074951172, 0.4667820632457733, 0.15395359694957733, 0.019766172394156456]","[0.4661903381347656, 0.4110496938228607, 0.47279226779937744, 0.4729764461517334, 0.12428306043148041]"
92,fa-acc_maps-l,II,"[0.25096017122268677, 0.37776604294776917, 0.4413169026374817, 0.5610659718513489, 0.5095101594924927]","[0.04322202503681183, 0.03215084224939346, 0.06541252881288528, 0.02274296060204506, 0.03851837292313576]","[0.48586079478263855, 0.48403671383857727, 0.48671072721481323, 0.46964001655578613, 0.4243431091308594]","[0.48574399948120117, 0.47186216711997986, 0.4597489833831787, 0.4473787248134613, 0.484956294298172]"
38,fa-acc_maps-l,II,"[0.028830671682953835, 0.16860364377498627, 0.026330044493079185, 0.18712197244167328, 0.07331517338752747]","[0.07648961991071701, 0.03499222919344902, 0.07309753447771072, 0.05977669358253479, 0.048897888511419296]","[0.040454063564538956, 0.024262692779302597, 0.06687033176422119, 0.06387076526880264, 0.0359971821308136]","[0.07923025637865067, 0.04215556010603905, 0.044429484754800797, 0.05722165107727051, 0.049200624227523804]"
72,fa-acc_maps-l,II,"[0.10334876924753189, 0.1715993881225586, 0.07564551383256912, 0.2928619980812073, 0.11121436208486557]","[0.02550680562853813, 0.010631527751684189, 0.0014893613988533616, 0.018986674025654793, 0.006494241766631603]","[0.14422988891601562, 0.02333362214267254, 0.11833807826042175, 0.06689459085464478, 0.11169789731502533]","[0.17988602817058563, 0.1430603712797165, 0.2134820818901062, 0.15317454934120178, 0.38410258293151855]"
89,fa-acc_maps-l,II,"[0.7288329005241394, 0.8291201591491699, 0.7605153322219849, 0.48064255714416504, 0.7360377311706543]","[0.2347814291715622, 0.023982007056474686, 0.09244366735219955, 0.15565931797027588, 0.02695995196700096]","[0.4724379777908325, 0.25654053688049316, 0.09707925468683243, 0.2301912009716034, 0.21587194502353668]","[0.5375630259513855, 0.9180457592010498, 0.8976665735244751, 0.806505560874939, 0.6575050354003906]"
48,fa-acc_maps-l,II,"[0.44615480303764343, 0.40522292256355286, 0.3861513137817383, 0.30923518538475037, 0.2872736155986786]","[0.5014097690582275, 0.3454594910144806, 0.06045786291360855, 0.30721935629844666, 0.09485360980033875]","[0.07494139671325684, 0.5001912117004395, 0.25657743215560913, 0.2545298635959625, 0.45666995644569397]","[0.5060217380523682, 0.20082874596118927, 0.4818790555000305, 0.1639339029788971, 0.4222361743450165]"
99,fa-acc_maps-l,II,"[0.49191370606422424, 0.5265140533447266, 0.46763500571250916, 0.4605221748352051, 0.28037068247795105]","[0.027288153767585754, 0.1193770244717598, 0.04375588893890381, 0.06192895770072937, 0.02037426084280014]","[0.012000162154436111, 0.39612308144569397, 0.35174235701560974, 0.08771880716085434, 0.11228041350841522]","[0.9147787690162659, 0.8138728737831116, 0.9114859104156494, 0.8322772979736328, 0.6754908561706543]"
86,fa-acc_maps-l,II,"[0.46984609961509705, 0.5059419274330139, 0.46306052803993225, 0.5752862095832825, 0.45822933316230774]","[0.4369669258594513, 0.4596253037452698, 0.4558159410953522, 0.4417399764060974, 0.018741149455308914]","[0.22321772575378418, 0.4156944453716278, 0.23997344076633453, 0.31742170453071594, 0.1727752387523651]","[0.2240254133939743, 0.470111608505249, 0.11611224710941315, 0.4767807126045227, 0.22608345746994019]"
84,fa-acc_maps-l,II,"[0.4620847702026367, 0.041723378002643585, 0.4967755079269409, 0.009886604733765125, 0.5581215620040894]","[0.029430706053972244, 0.057106390595436096, 0.006762239616364241, 0.031660597771406174, 0.8946284055709839]","[0.35758718848228455, 0.44109588861465454, 0.01156800426542759, 0.48908692598342896, 0.3521074652671814]","[0.4341188669204712, 0.25915011763572693, 0.41584810614585876, 0.3159230351448059, 0.37884119153022766]"
3,fa-acc_maps-l,II,"[0.36660581827163696, 0.2862652838230133, 0.5171796083450317, 0.23065292835235596, 0.5381356477737427]","[0.47504913806915283, 0.6739014387130737, 0.7134003043174744, 0.34104111790657043, 0.7608036398887634]","[0.24238254129886627, 0.11110521852970123, 0.4601699411869049, 0.2082541584968567, 0.5461270809173584]","[0.48779571056365967, 0.6893631219863892, 0.6247122287750244, 0.27771836519241333, 0.8053127527236938]"
2,fa-acc_maps-l,II,"[0.46725034713745117, 0.33498865365982056, 0.49200156331062317, 0.4129861295223236, 0.2617901861667633]","[0.49077659845352173, 0.5498561263084412, 0.40554606914520264, 0.43309125304222107, 0.043800726532936096]","[0.5402180552482605, 0.14424145221710205, 0.45152100920677185, 0.20614215731620789, 0.3942241966724396]","[0.4523601531982422, 0.5701592564582825, 0.4197576344013214, 0.2808653712272644, 0.10779844224452972]"
12,fa-acc_maps-l,II,"[0.07594193518161774, 0.8714444637298584, 0.9007353782653809, 0.8738724589347839, 0.8881869912147522]","[0.19696393609046936, 0.28184181451797485, 0.36403635144233704, 0.35917413234710693, 0.29954609274864197]","[0.8592607378959656, 0.3123873770236969, 0.3346249461174011, 0.1020122691988945, 0.1562521904706955]","[0.6640692949295044, 0.5808480381965637, 0.5004227757453918, 0.367554634809494, 0.5947873592376709]"
50,fa-acc_maps-l,II,"[0.3379511535167694, 0.026598043739795685, 0.27129486203193665, 0.3918219208717346, 0.22506912052631378]","[0.4095924496650696, 0.09554106742143631, 0.3077794909477234, 0.0946478471159935, 0.30053335428237915]","[0.13792282342910767, 0.18026092648506165, 0.14887183904647827, 0.4037717580795288, 0.01760791428387165]","[0.2917124330997467, 0.2006688266992569, 0.13789141178131104, 0.05833965912461281, 0.24404385685920715]"
36,fa-acc_maps-l,II,"[0.2744114398956299, 0.05666521191596985, 0.38796770572662354, 0.11865054816007614, 0.029627013951539993]","[0.18468058109283447, 0.026655951514840126, 0.02034023404121399, 0.04249091073870659, 0.02892199717462063]","[0.28302302956581116, 0.11296139657497406, 0.12083674967288971, 0.2567935287952423, 0.25454309582710266]","[0.32919636368751526, 0.23263230919837952, 0.14941729605197906, 0.4382660388946533, 0.015964752063155174]"
55,fa-acc_maps-l,II,"[0.07229218631982803, 0.03616826608777046, 0.029513627290725708, 0.0607813261449337, 0.029626449570059776]","[0.07053717225790024, 0.08952245861291885, 0.04340324550867081, 0.033330854028463364, 0.011895398609340191]","[0.0022235300857573748, 0.0012538909213617444, 0.0015353206545114517, 0.001078030327335, 0.0016853539273142815]","[0.002449303399771452, 0.0007252309005707502, 0.004936319310218096, 0.0006588159594684839, 0.0010758745484054089]"
46,fa-acc_maps-l,II,"[0.7524664402008057, 0.22502106428146362, 0.3352697789669037, 0.6289945244789124, 0.3229908347129822]","[0.1923259049654007, 0.5923940539360046, 0.2984786629676819, 0.5714892148971558, 0.18714825809001923]","[0.07873513549566269, 0.2922372817993164, 0.19859999418258667, 0.03214007616043091, 0.44656601548194885]","[0.22486010193824768, 0.4277494549751282, 0.15817634761333466, 0.08619537949562073, 0.25412893295288086]"
29,fa-acc_maps-l,II,"[0.33496978878974915, 0.21524721384048462, 0.596042275428772, 0.3135676383972168, 0.4163455069065094]","[0.29120853543281555, 0.15025271475315094, 0.23828811943531036, 0.3444434702396393, 0.43523332476615906]","[0.14231638610363007, 0.032981690019369125, 0.19348284602165222, 0.06149689108133316, 0.036297935992479324]","[0.29884853959083557, 0.3681161105632782, 0.360015332698822, 0.30255579948425293, 0.37890803813934326]"
59,fa-acc_maps-l,II,"[0.26571333408355713, 0.07200261205434799, 0.18727430701255798, 0.1283414363861084, 0.03453914076089859]","[0.039602190256118774, 0.0837470144033432, 0.05183812230825424, 0.21673652529716492, 0.14874650537967682]","[0.44016796350479126, 0.12105880677700043, 0.39694884419441223, 0.43271079659461975, 0.2649236023426056]","[0.2511789798736572, 0.48514068126678467, 0.33301135897636414, 0.41982629895210266, 0.38504910469055176]"
26,fa-acc_maps-l,II,"[0.10971599817276001, 0.4142201840877533, 0.4770338237285614, 0.31213027238845825, 0.13980892300605774]","[0.23701690137386322, 0.2169761061668396, 0.3990168571472168, 0.342340350151062, 0.16125015914440155]","[0.012350611388683319, 0.00365525484085083, 0.003282077144831419, 0.0033510341309010983, 0.04810205101966858]","[0.01551394909620285, 0.012934477999806404, 0.019672732800245285, 0.005094121675938368, 0.016342012211680412]"
64,fa-acc_maps-l,II,"[0.2950712740421295, 0.5351632833480835, 0.14220327138900757, 0.30840468406677246, 0.4961651861667633]","[0.2789756655693054, 0.27602618932724, 0.032859865576028824, 0.4116916358470917, 0.1419062614440918]","[0.6383085250854492, 0.09326068311929703, 0.39903709292411804, 0.6795878410339355, 0.476987361907959]","[0.6939274072647095, 0.572312593460083, 0.6091152429580688, 0.4448951482772827, 0.784860372543335]"
31,fa-acc_maps-l,II,"[0.04254864901304245, 0.06412958353757858, 0.03383657708764076, 0.0935385674238205, 0.17226357758045197]","[0.07045602798461914, 0.0898204818367958, 0.07176806777715683, 0.13380275666713715, 0.06801842153072357]","[0.036427438259124756, 0.010344170965254307, 0.008824026212096214, 0.03803855553269386, 0.029168587177991867]","[0.018120530992746353, 0.028105707839131355, 0.008844559080898762, 0.021876592189073563, 0.017937954515218735]"
